# Hubbard model DMRG. L=8, N=8, nmax=3, i=3.
# J, mu, n_variance [calculated 2025-01-30T09:25:21.072]0.0, 0.0, 0.0
0.0, 0.25, 0.0
0.0, 0.5, 0.0
0.0, 0.75, 0.0
0.0, 1.0, 0.0
0.075, 0.0, 0.13844346694473575
0.075, 0.25, 0.04326138437589022
0.075, 0.5, 0.04319050652560641
0.075, 0.75, 0.050570445846018774
0.075, 1.0, 0.1496495846633863
0.15, 0.0, 0.2736265346397492
0.15, 0.25, 0.19103975175955645
0.15, 0.5, 0.16767239087136332
0.15, 0.75, 0.24190194229497552
0.15, 1.0, 0.26902692425387764
0.225, 0.0, 0.3244815394568893
0.225, 0.25, 0.32107826163630016
0.225, 0.5, 0.3219131006547409
0.225, 0.75, 0.35533852435722024
0.225, 1.0, 0.3638916412861206
0.3, 0.0, 0.37810948154601765
0.3, 0.25, 0.3966760103123579
0.3, 0.5, 0.4133502405782674
0.3, 0.75, 0.42473566769194715
0.3, 1.0, 0.4268949495584544
